Question ID,Response,Knowledge Component,Difficulty,Answer,Student ID,Status,literal_number_correct,literal_number_incorrect,inferential_number_correct,inferential_number_incorrect,critical_number_correct,critical_number_incorrect
5,A,inferential,0.4830983286,A,65,1,4,1,4,0,0,0
6,B,literal,0.1370567028,B,65,1,5,1,5,0,0,0
7,D,critical,0.4742685156,D,65,1,6,1,0,0,0,0
8,C,inferential,0.5231932545,B,65,0,6,2,0,1,0,1
9,B,literal,0.06470921989,A,65,0,6,3,0,2,0,0
10,A,literal,0.06470921989,C,65,0,6,4,0,0,0,0
11,D,critical,0.6044730745,C,65,0,6,5,0,0,0,0
12,A,inferential,0.5759683477,D,65,0,6,6,0,1,0,1
13,D,literal,0.6585900523,A,65,0,6,7,0,2,0,0
14,A,literal,0.6585900523,B,65,0,6,8,0,0,0,0
15,C,critical,1,B,65,0,6,9,0,0,0,0
16,D,critical,0.5400272658,C,65,0,6,10,0,1,0,1
17,B,critical,0.5153247851,C,65,0,6,11,0,2,0,2
18,B,critical,0.662024699,B,65,1,7,11,1,2,1,2
19,D,inferential,0.7254680353,D,65,1,8,11,2,2,2,2
0,D,literal,0,D,66,1,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,66,1,1,0,0,0,0,0
2,B,inferential,0.4901752136,B,66,1,2,0,1,0,0,0
3,C,inferential,0.3040887644,C,66,1,3,0,2,0,0,0
4,A,inferential,0.3160402773,A,66,1,4,0,3,0,0,0
5,A,inferential,0.4830983286,A,66,1,5,0,4,0,0,0
6,B,literal,0.1370567028,B,66,1,6,0,5,0,0,0
7,D,critical,0.4742685156,D,66,1,7,0,0,0,0,0
8,B,inferential,0.5231932545,B,66,1,8,0,1,0,1,0
9,C,literal,0.06470921989,A,66,0,8,1,1,1,0,0
10,A,literal,0.06470921989,C,66,0,8,2,0,0,0,0
11,D,critical,0.6044730745,C,66,0,8,3,0,0,0,0
12,C,inferential,0.5759683477,D,66,0,8,4,0,1,0,1
13,B,literal,0.6585900523,A,66,0,8,5,0,2,0,0
14,A,literal,0.6585900523,B,66,0,8,6,0,0,0,0
15,C,critical,1,B,66,0,8,7,0,0,0,0
16,D,critical,0.5400272658,C,66,0,8,8,0,1,0,1
17,B,critical,0.5153247851,C,66,0,8,9,0,2,0,2
18,B,critical,0.662024699,B,66,1,9,9,1,2,1,2
19,A,inferential,0.7254680353,D,66,0,9,10,1,3,1,3
0,D,literal,0,D,67,1,0,0,0,0,0,0
1,B,inferential,0.2796508158,B,67,1,1,0,0,0,0,0
2,C,inferential,0.4901752136,B,67,0,1,1,0,1,0,0
3,C,inferential,0.3040887644,C,67,1,2,1,1,1,0,0
4,A,inferential,0.3160402773,A,67,1,3,1,2,1,0,0
5,A,inferential,0.4830983286,A,67,1,4,1,3,1,0,0
6,B,literal,0.1370567028,B,67,1,5,1,4,1,0,0
7,B,critical,0.4742685156,D,67,0,5,2,0,0,0,0
8,D,inferential,0.5231932545,B,67,0,5,3,0,1,0,1
9,C,literal,0.06470921989,A,67,0,5,4,0,2,0,0
10,A,literal,0.06470921989,C,67,0,5,5,0,0,0,0
11,A,critical,0.6044730745,C,67,0,5,6,0,0,0,0
12,A,inferential,0.5759683477,D,67,0,5,7,0,1,0,1
13,B,literal,0.6585900523,A,67,0,5,8,0,2,0,0
14,B,literal,0.6585900523,B,67,1,6,8,0,0,0,0
15,C,critical,1,B,67,0,6,9,0,0,0,0
16,D,critical,0.5400272658,C,67,0,6,10,0,1,0,1
17,B,critical,0.5153247851,C,67,0,6,11,0,2,0,2
18,D,critical,0.662024699,B,67,0,6,12,0,3,0,3
19,D,inferential,0.7254680353,D,67,1,7,12,1,3,1,3
0,D,literal,0,D,68,1,0,0,0,0,0,0
1,A,inferential,0.2796508158,B,68,0,0,1,0,0,0,0
2,B,inferential,0.4901752136,B,68,1,1,1,1,0,0,0
3,C,inferential,0.3040887644,C,68,1,2,1,2,0,0,0
4,A,inferential,0.3160402773,A,68,1,3,1,3,0,0,0
5,B,inferential,0.4830983286,A,68,0,3,2,3,1,0,0
6,B,literal,0.1370567028,B,68,1,4,2,4,1,0,0
7,D,critical,0.4742685156,D,68,1,5,2,0,0,0,0
8,D,inferential,0.5231932545,B,68,0,5,3,0,1,0,1
9,B,literal,0.06470921989,A,68,0,5,4,0,2,0,0
10,A,literal,0.06470921989,C,68,0,5,5,0,0,0,0
11,A,critical,0.6044730745,C,68,0,5,6,0,0,0,0
12,A,inferential,0.5759683477,D,68,0,5,7,0,1,0,1
13,B,literal,0.6585900523,A,68,0,5,8,0,2,0,0
14,B,literal,0.6585900523,B,68,1,6,8,0,0,0,0
15,C,critical,1,B,68,0,6,9,0,0,0,0
16,D,critical,0.5400272658,C,68,0,6,10,0,1,0,1
17,B,critical,0.5153247851,C,68,0,6,11,0,2,0,2
18,B,critical,0.662024699,B,68,1,7,11,1,2,1,2
19,D,inferential,0.7254680353,D,68,1,8,11,2,2,2,2
0,D,literal,0,D,69,1,0,0,0,0,0,0
1,A,inferential,0.2796508158,B,69,0,0,1,0,0,0,0
2,C,inferential,0.4901752136,B,69,0,0,2,0,1,0,0
3,B,inferential,0.3040887644,C,69,0,0,3,0,2,0,0
4,A,inferential,0.3160402773,A,69,1,1,3,1,2,0,0
5,A,inferential,0.4830983286,A,69,1,2,3,2,2,0,0
6,C,literal,0.1370567028,B,69,0,2,4,2,3,0,0
7,B,critical,0.4742685156,D,69,0,2,5,0,0,0,0
8,C,inferential,0.5231932545,B,69,0,2,6,0,1,0,1
9,C,literal,0.06470921989,A,69,0,2,7,0,2,0,0
10,A,literal,0.06470921989,C,69,0,2,8,0,0,0,0
11,A,critical,0.6044730745,C,69,0,2,9,0,0,0,0
12,D,inferential,0.5759683477,D,69,1,3,9,1,0,1,0
13,B,literal,0.6585900523,A,69,0,3,10,1,1,0,0
14,B,literal,0.6585900523,B,69,1,4,10,0,0,0,0
15,D,critical,1,B,69,0,4,11,0,0,0,0
16,D,critical,0.5400272658,C,69,0,4,12,0,1,0,1
17,A,critical,0.5153247851,C,69,0,4,13,0,2,0,2
18,B,critical,0.662024699,B,69,1,5,13,1,2,1,2
19,C,inferential,0.7254680353,D,69,0,5,14,1,3,1,3
